dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
2/10/2022,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,casual,2
14/5/2021,2,0,5,20,0,6,0,3,0.54,0.5152,0.94,0.1343,casual,42
2/6/2022,2,1,6,12,0,6,0,1,0.62,0.6212,0.43,0.3582,casual,250
16/6/2021,2,0,6,1,0,4,1,1,0.58,0.5455,0.6,0,registered,13
2/8/2022,3,1,8,5,0,4,1,1,0.66,0.5909,0.89,0.1343,registered,37
2/1/2022,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,casual,26
12/10/2021,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,casual,27
1/5/2022,2,1,5,9,0,2,1,2,0.54,0.5152,0.88,0.194,casual,18
14/5/2021,2,0,5,14,0,6,0,2,0.54,0.5152,0.94,0.1343,registered,159
23/10/2021,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,registered,202
20/7/2022,3,1,7,13,0,5,1,3,0.68,0.6364,0.83,0.1045,registered,136
7/3/2021,1,0,3,13,0,1,1,1,0.32,0.2879,0.36,0.3881,registered,54
22/6/2022,3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,registered,198
17/1/2022,1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,registered,61
24/4/2022,2,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,registered,619
21/8/2022,3,1,8,6,0,2,1,1,0.56,0.5303,0.83,0.1045,casual,5
11/11/2022,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,registered,424
12/3/2022,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,casual,1
22/7/2021,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,registered,101
12/11/2022,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,casual,6
12/7/2022,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,casual,32
10/10/2022,4,1,10,15,0,3,1,1,0.6,0.6212,0.4,0.1642,casual,58
28/1/2021,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,registered,0
14/11/2021,4,0,11,16,0,1,1,1,0.62,0.6212,0.46,0.4179,registered,264
10/4/2022,2,1,4,14,0,2,1,1,0.54,0.5152,0.24,0.194,registered,149
21/9/2022,3,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836,casual,107
26/11/2022,4,1,11,17,0,1,1,1,0.42,0.4242,0.32,0,registered,540
1/9/2021,3,0,9,6,0,4,1,1,0.6,0.5758,0.78,0,casual,2
8/7/2022,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,casual,58
14/6/2022,2,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,casual,96
18/9/2021,3,0,9,23,0,0,0,1,0.54,0.5152,0.68,0.194,registered,44
25/8/2022,3,1,8,12,0,6,0,3,0.72,0.6667,0.54,0.3881,registered,367
24/9/2021,4,0,9,2,0,6,0,2,0.58,0.5455,0.94,0.0896,registered,54
27/6/2022,3,1,6,3,0,3,1,1,0.58,0.5455,0.46,0.0896,registered,7
18/5/2022,2,1,5,13,0,5,1,1,0.64,0.6212,0.36,0.1642,registered,297
12/4/2022,2,1,4,9,0,4,1,1,0.36,0.3333,0.57,0.3582,registered,271
18/11/2022,4,1,11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,casual,125
15/12/2021,4,0,12,6,0,4,1,1,0.32,0.3182,0.66,0.194,casual,2
22/2/2021,1,0,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,casual,7
13/2/2022,1,1,2,23,0,1,1,1,0.28,0.3182,0.41,0,registered,34
20/10/2022,4,1,10,4,0,6,0,1,0.44,0.4394,0.72,0,registered,9
23/4/2021,2,0,4,8,0,6,0,2,0.36,0.3333,1,0.2537,registered,32
3/1/2021,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,registered,5
20/5/2022,2,1,5,17,0,0,0,1,0.72,0.6515,0.45,0.3284,casual,209
9/2/2022,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0,casual,9
28/9/2022,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,registered,205
5/8/2022,3,1,8,3,0,0,0,1,0.72,0.697,0.74,0.2537,casual,9
7/8/2021,3,0,8,16,0,0,0,3,0.72,0.697,0.74,0.2985,casual,74
23/12/2021,1,0,12,6,0,5,1,1,0.38,0.3939,0.82,0.2537,registered,40
31/7/2022,3,1,7,0,0,2,1,1,0.68,0.6364,0.79,0.1343,registered,27
1/9/2022,3,1,9,16,0,6,0,2,0.84,0.7879,0.49,0.1642,registered,253
5/9/2022,3,1,9,12,0,3,1,1,0.78,0.7727,0.7,0.1045,registered,217
21/5/2021,2,0,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,casual,78
5/9/2021,3,0,9,21,1,1,0,2,0.66,0.5909,0.94,0.2985,casual,20
24/3/2022,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,casual,49
6/5/2021,2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,registered,470
27/5/2022,2,1,5,21,0,0,0,3,0.66,0.6212,0.69,0.4179,casual,64
11/12/2021,4,0,12,0,0,0,0,1,0.2,0.197,0.51,0.2239,casual,5
12/5/2021,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,registered,191
15/6/2022,2,1,6,8,0,5,1,1,0.6,0.5909,0.69,0.1642,registered,609
10/5/2022,2,1,5,11,0,4,1,1,0.52,0.5,0.48,0.5224,casual,77
16/7/2022,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,casual,86
27/11/2021,4,0,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,registered,167
9/12/2021,4,0,12,13,0,5,1,1,0.38,0.3939,0.5,0.194,registered,141
29/4/2021,2,0,4,5,0,5,1,1,0.46,0.4545,0.47,0.1343,registered,25
6/1/2022,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,registered,178
20/12/2021,4,0,12,18,0,2,1,1,0.38,0.3939,0.66,0.194,casual,26
15/12/2021,4,0,12,13,0,4,1,2,0.5,0.4848,0.55,0.3582,casual,14
14/8/2021,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,registered,49
9/5/2022,2,1,5,5,0,3,1,2,0.56,0.5303,0.88,0.1343,casual,1
17/5/2022,2,1,5,8,0,4,1,1,0.52,0.5,0.55,0.4478,casual,29
26/4/2021,2,0,4,2,0,2,1,1,0.56,0.5303,0.83,0.3284,registered,9
8/12/2022,4,1,12,22,0,6,0,2,0.38,0.3939,0.94,0.1045,casual,23
1/4/2022,2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,registered,279
20/9/2022,3,1,9,4,0,4,1,1,0.44,0.4394,0.77,0.1045,casual,0
25/9/2022,4,1,9,3,0,2,1,1,0.42,0.4242,0.71,0.0896,registered,3
6/9/2021,3,0,9,11,0,2,1,3,0.54,0.5152,0.83,0.3881,casual,11
3/4/2022,2,1,4,1,0,2,1,1,0.38,0.3939,0.46,0.2239,casual,0
24/7/2022,3,1,7,9,0,2,1,1,0.84,0.803,0.53,0,casual,40
6/7/2021,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,casual,38
30/8/2021,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045,casual,4
26/3/2021,2,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,casual,24
1/2/2022,1,1,2,3,0,3,1,1,0.44,0.4394,0.44,0.194,registered,3
25/3/2021,2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0,casual,15
6/11/2022,4,1,11,18,0,2,1,1,0.32,0.303,0.57,0.2985,casual,20
20/7/2021,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,casual,4
12/4/2022,2,1,4,3,0,4,1,1,0.32,0.303,0.61,0.2537,registered,3
16/12/2022,4,1,12,1,0,0,0,3,0.34,0.3485,0.76,0.1045,casual,14
2/1/2021,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,registered,2
14/9/2021,3,0,9,11,0,3,1,1,0.72,0.6818,0.66,0.1642,casual,43
24/9/2022,4,1,9,6,0,1,1,1,0.46,0.4545,0.59,0,registered,162
25/5/2022,2,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.194,registered,391
14/4/2022,2,1,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,registered,85
30/3/2022,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0,registered,198
19/9/2022,3,1,9,11,0,3,1,1,0.6,0.6212,0.43,0.2537,registered,203
18/6/2022,2,1,6,10,0,1,1,3,0.54,0.5152,0.88,0.1045,registered,78
14/6/2021,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,casual,3
17/9/2022,3,1,9,20,0,1,1,2,0.62,0.5909,0.73,0.1343,casual,32
9/2/2022,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,registered,75
6/8/2021,3,0,8,3,0,6,0,2,0.66,0.6061,0.78,0.1642,casual,14
5/8/2021,3,0,8,4,0,5,1,1,0.64,0.5909,0.78,0.1343,registered,6
9/8/2021,3,0,8,6,0,2,1,1,0.72,0.6667,0.64,0,registered,95
23/6/2022,3,1,6,2,0,6,0,2,0.64,0.5758,0.83,0.194,casual,18
30/12/2021,1,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,casual,16
4/7/2021,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,casual,43
15/1/2022,1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,casual,9
19/12/2022,4,1,12,20,0,3,1,1,0.36,0.3485,0.57,0.2239,registered,231
27/11/2021,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0,registered,8
15/9/2021,3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,casual,31
18/1/2022,1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,registered,164
14/12/2022,4,1,12,21,0,5,1,1,0.3,0.303,0.75,0.1642,registered,165
19/6/2022,2,1,6,1,0,2,1,2,0.6,0.5758,0.78,0.1642,casual,1
30/12/2022,1,1,12,21,0,0,0,1,0.2,0.2121,0.51,0.1642,casual,5
13/6/2021,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,registered,145
1/10/2021,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,registered,99
16/6/2022,2,1,6,1,0,6,0,1,0.56,0.5303,0.56,0,casual,16
25/6/2022,3,1,6,0,0,1,1,1,0.72,0.6818,0.62,0.2537,casual,31
16/12/2021,4,0,12,20,0,5,1,2,0.32,0.3182,0.45,0.194,casual,6
15/7/2022,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,registered,336
5/5/2021,2,0,5,7,0,4,1,1,0.38,0.3939,0.58,0.2537,registered,255
11/10/2022,4,1,10,0,0,4,1,1,0.44,0.4394,0.51,0.1343,casual,1
6/12/2022,4,1,12,20,0,4,1,2,0.24,0.2576,0.6,0.1045,casual,5
9/5/2021,2,0,5,9,0,1,1,1,0.54,0.5152,0.56,0.1642,casual,36
27/11/2022,4,1,11,23,0,2,1,2,0.26,0.2424,0.81,0.2537,casual,3
4/2/2021,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,registered,45
29/12/2022,1,1,12,12,0,6,0,3,0.2,0.2424,1,0,registered,43
17/9/2022,3,1,9,6,0,1,1,1,0.48,0.4697,0.82,0,registered,157
23/5/2021,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,casual,33
29/7/2021,3,0,7,13,0,5,1,1,0.94,0.8333,0.31,0,casual,42
10/1/2022,1,1,1,4,0,2,1,2,0.2,0.2121,0.86,0.1642,registered,4
27/5/2022,2,1,5,12,0,0,0,1,0.74,0.697,0.66,0.2537,casual,301
23/4/2021,2,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836,casual,32
26/11/2021,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,casual,9
20/8/2022,3,1,8,19,0,1,1,2,0.62,0.5909,0.78,0.194,registered,266
18/11/2021,4,0,11,23,0,5,1,1,0.26,0.2727,0.6,0.1343,registered,54
13/9/2021,3,0,9,17,0,2,1,1,0.74,0.6667,0.51,0.2239,registered,507
14/12/2021,4,0,12,23,0,3,1,1,0.32,0.3182,0.7,0.1642,registered,48
5/7/2022,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,registered,5
26/3/2021,2,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,registered,67
8/7/2022,3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,registered,95
10/7/2022,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,casual,92
18/7/2022,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0,registered,154
12/11/2021,4,0,11,15,0,6,0,1,0.52,0.5,0.29,0.2836,casual,165
16/6/2021,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,casual,24
15/5/2021,2,0,5,21,0,0,0,1,0.54,0.5152,0.88,0,registered,107
19/9/2021,3,0,9,8,0,1,1,2,0.52,0.5,0.77,0.1343,casual,29
18/3/2021,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,casual,11
6/11/2021,4,0,11,11,0,0,0,1,0.42,0.4242,0.58,0.0896,casual,104
2/10/2021,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,casual,4
25/3/2021,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,registered,58
15/4/2021,2,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,registered,112
7/7/2022,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,registered,47
24/8/2021,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,casual,11
25/11/2022,4,1,11,12,0,0,0,2,0.26,0.2576,0.41,0.2239,casual,37
14/3/2021,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,registered,45
19/3/2022,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,casual,4
6/12/2022,4,1,12,4,0,4,1,1,0.22,0.2121,0.55,0.2985,casual,1
8/8/2021,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0,casual,71
27/3/2021,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,registered,37
13/12/2022,4,1,12,6,0,4,1,1,0.26,0.2424,0.56,0.2537,casual,2
29/9/2021,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0,casual,29
16/9/2021,3,0,9,14,0,5,1,2,0.54,0.5152,0.45,0.1642,registered,176
26/9/2022,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.194,casual,27
8/10/2021,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,casual,1
21/7/2021,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,casual,21
26/1/2022,1,1,1,18,0,4,1,2,0.42,0.4242,0.71,0,casual,12
4/12/2022,4,1,12,16,0,2,1,1,0.58,0.5455,0.49,0.2836,registered,391
9/11/2021,4,0,11,7,0,3,1,1,0.3,0.3333,0.87,0,registered,300
1/6/2021,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,registered,115
15/7/2022,3,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,registered,199
6/7/2021,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,casual,55
29/10/2021,4,0,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,casual,3
19/6/2021,2,0,6,7,0,0,0,2,0.66,0.6061,0.78,0.1642,casual,35
17/5/2021,2,0,5,4,0,2,1,3,0.54,0.5152,0.94,0.2537,registered,2
27/10/2021,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,registered,291
2/7/2022,3,1,7,22,0,1,1,1,0.74,0.6667,0.51,0.1642,casual,19
27/7/2022,3,1,7,6,0,5,1,1,0.7,0.6667,0.79,0,registered,129
7/8/2022,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,registered,711
7/8/2021,3,0,8,23,0,0,0,1,0.7,0.6667,0.79,0.1045,casual,12
8/7/2022,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,casual,118
4/6/2022,2,1,6,2,0,1,1,1,0.56,0.5303,0.6,0.2239,casual,1
6/1/2022,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,casual,14
19/3/2021,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,registered,106
16/5/2021,2,0,5,16,0,1,1,3,0.6,0.5758,0.78,0.2537,registered,181
17/10/2022,4,1,10,0,0,3,1,1,0.38,0.3939,0.76,0,casual,1
1/12/2021,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,casual,1
22/5/2022,2,1,5,9,0,2,1,2,0.6,0.5606,0.83,0.1045,registered,287
20/6/2022,2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537,casual,90
21/11/2022,4,1,11,10,0,3,1,1,0.36,0.3788,0.62,0,registered,150
2/4/2021,2,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,casual,97
17/11/2021,4,0,11,11,0,4,1,3,0.32,0.303,0.66,0.3284,registered,93
1/4/2021,2,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,casual,15
25/3/2022,2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,registered,124
4/11/2022,4,1,11,15,0,0,0,1,0.4,0.4091,0.4,0.2239,registered,300
3/10/2022,4,1,10,9,0,3,1,2,0.62,0.5758,0.83,0.194,registered,332
15/11/2021,4,0,11,4,0,2,1,1,0.56,0.5303,0.64,0.2985,casual,1
22/1/2022,1,1,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,casual,1
30/6/2021,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,registered,162
18/2/2022,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,registered,123
21/8/2022,3,1,8,7,0,2,1,1,0.6,0.5758,0.78,0.1045,registered,500
20/8/2021,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0,casual,115
7/4/2022,2,1,4,22,0,6,0,1,0.48,0.4697,0.2,0.194,registered,106
20/5/2021,2,0,5,3,0,5,1,1,0.44,0.4394,1,0,casual,1
2/12/2022,4,1,12,4,0,0,0,2,0.26,0.303,0.93,0,casual,1
17/11/2021,4,0,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,casual,3
10/2/2021,1,0,2,23,0,4,1,1,0.12,0.1515,0.42,0.1045,registered,33
1/11/2022,4,1,11,2,0,4,1,1,0.32,0.3333,0.66,0.1343,registered,10
25/2/2021,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,casual,7
13/10/2021,4,0,10,7,0,4,1,3,0.54,0.5152,1,0.1343,registered,76
7/11/2022,4,1,11,21,0,3,1,2,0.32,0.303,0.49,0.2985,casual,5
11/6/2021,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,casual,150
11/1/2021,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,casual,6
23/10/2022,4,1,10,0,0,2,1,1,0.46,0.4545,0.88,0.1642,casual,5
1/1/2021,1,0,1,2,0,6,0,1,0.22,0.2727,0.8,0,casual,5
25/11/2022,4,1,11,8,0,0,0,2,0.22,0.2273,0.51,0.194,registered,32
26/3/2021,2,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,registered,7
23/10/2022,4,1,10,5,0,2,1,1,0.44,0.4394,0.77,0.0896,casual,1
19/7/2022,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,registered,180
12/10/2021,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,casual,15
4/7/2021,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,casual,142
11/2/2022,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,casual,1
21/9/2022,3,1,9,15,0,5,1,1,0.7,0.6515,0.54,0.2239,registered,333
16/7/2022,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,registered,309
1/7/2021,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,registered,27
1/6/2021,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0,registered,137
25/10/2022,4,1,10,19,0,4,1,1,0.54,0.5152,0.83,0.194,casual,45
19/10/2022,4,1,10,12,0,5,1,1,0.64,0.6061,0.69,0.2239,registered,258
1/4/2021,2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,registered,3
22/1/2021,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,registered,39
5/7/2022,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,registered,575
11/8/2021,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,registered,8
29/11/2021,4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0,registered,2
20/4/2022,2,1,4,10,0,5,1,1,0.5,0.4848,0.77,0.194,registered,170
9/1/2021,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,casual,0
4/1/2022,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,registered,82
19/6/2022,2,1,6,8,0,2,1,2,0.6,0.5758,0.78,0.1642,registered,633
23/4/2021,2,0,4,8,0,6,0,2,0.36,0.3333,1,0.2537,casual,15
11/8/2021,3,0,8,7,0,4,1,1,0.66,0.6212,0.54,0.1343,registered,292
24/3/2022,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,casual,14
12/9/2022,3,1,9,20,0,3,1,1,0.62,0.6212,0.57,0.1343,casual,38
28/2/2022,1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,registered,225
26/2/2022,1,1,2,17,0,0,0,1,0.36,0.3485,0.32,0.2239,registered,241
23/12/2021,1,0,12,18,0,5,1,1,0.36,0.3333,0.5,0.2537,registered,91
11/1/2022,1,1,1,11,0,3,1,2,0.26,0.2879,0.87,0.0896,casual,9
23/3/2021,2,0,3,10,0,3,1,2,0.34,0.3182,0.81,0.2836,casual,15
6/12/2021,4,0,12,20,0,2,1,3,0.46,0.4545,1,0.2985,registered,107
21/1/2022,1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,registered,13
5/1/2021,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,registered,109
26/3/2021,2,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,casual,110
15/5/2022,2,1,5,9,0,2,1,2,0.58,0.5455,0.88,0.0896,registered,327
7/3/2022,1,1,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,casual,12
21/7/2021,3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,registered,113
2/2/2021,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,registered,71
12/6/2021,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,casual,142
29/3/2021,2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,registered,77
3/5/2022,2,1,5,7,0,4,1,3,0.44,0.4394,0.94,0.1045,casual,8
25/7/2021,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,registered,64
6/11/2022,4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,casual,41
8/9/2021,3,0,9,12,0,4,1,2,0.66,0.5909,0.94,0.2239,casual,17
24/8/2022,3,1,8,10,0,5,1,2,0.76,0.6818,0.48,0,registered,184
25/8/2021,3,0,8,23,0,4,1,1,0.62,0.5758,0.83,0.0896,registered,69
16/7/2021,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,registered,136
24/2/2021,1,0,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,casual,7
26/3/2021,2,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,casual,102
29/10/2021,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,registered,36
26/6/2022,3,1,6,21,0,2,1,1,0.68,0.6364,0.34,0.194,casual,61
22/12/2021,1,0,12,9,0,4,1,2,0.38,0.3939,0.87,0.0896,casual,10
28/11/2022,4,1,11,18,0,3,1,1,0.32,0.303,0.33,0.2836,casual,12
29/9/2022,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,casual,191
20/7/2021,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,registered,276
19/12/2022,4,1,12,19,0,3,1,1,0.38,0.3939,0.5,0.3881,casual,7
8/12/2022,4,1,12,4,0,6,0,2,0.36,0.3788,0.93,0,casual,3
30/10/2022,4,1,10,14,0,2,1,3,0.3,0.2727,0.81,0.3582,casual,8
1/9/2022,3,1,9,1,0,6,0,1,0.72,0.697,0.74,0.1343,casual,11
24/4/2022,2,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,casual,72
27/12/2022,1,1,12,18,0,4,1,2,0.24,0.2273,0.6,0.2537,registered,188
5/10/2022,4,1,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537,casual,150
5/6/2022,2,1,6,7,0,2,1,1,0.48,0.4697,0.77,0.2985,casual,29
29/8/2022,3,1,8,21,0,3,1,1,0.66,0.6212,0.54,0.1045,registered,265
24/4/2022,2,1,4,9,0,2,1,1,0.4,0.4091,0.47,0.3582,registered,302
17/8/2022,3,1,8,19,0,5,1,2,0.74,0.2424,0.55,0.3881,registered,403
14/1/2021,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,casual,5
8/8/2021,3,0,8,11,0,1,1,1,0.82,0.7424,0.48,0.3582,registered,89
13/10/2021,4,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,registered,101
19/2/2022,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,casual,22
5/3/2022,1,1,3,15,0,1,1,2,0.3,0.2879,0.53,0.194,registered,110
10/2/2021,1,0,2,17,0,4,1,1,0.18,0.1818,0.26,0.194,casual,6
17/5/2021,2,0,5,22,0,2,1,2,0.54,0.5152,0.88,0.2836,registered,86
4/10/2021,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0,registered,2
18/6/2022,2,1,6,9,0,1,1,2,0.54,0.5152,0.83,0.2239,casual,28
12/10/2021,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,casual,0
14/1/2021,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,registered,59
7/9/2022,3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,registered,215
16/3/2021,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,casual,13
11/10/2021,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,casual,31
5/8/2021,3,0,8,13,0,5,1,1,0.78,0.7121,0.52,0.2537,casual,40
19/4/2022,2,1,4,5,0,4,1,1,0.4,0.4091,0.82,0,casual,0
16/12/2022,4,1,12,1,0,0,0,3,0.34,0.3485,0.76,0.1045,registered,82
20/1/2022,1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,casual,5
9/10/2021,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,casual,223
30/5/2022,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,registered,139
2/9/2022,3,1,9,3,0,0,0,1,0.66,0.5909,0.89,0.0896,registered,33
3/2/2021,1,0,2,15,0,4,1,1,0.22,0.197,0.37,0.3284,registered,56
25/11/2022,4,1,11,4,0,0,0,1,0.22,0.2727,0.44,0,casual,1
1/3/2022,1,1,3,20,0,4,1,1,0.44,0.4394,0.44,0.4179,casual,12
1/10/2021,4,0,10,22,0,6,0,2,0.36,0.3485,0.93,0.2239,registered,58
15/6/2021,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,registered,555
